include_sos,mapped,sos_system,sos_category,legacy_densho_id,densho_id,sos_facility_uid,legacy_facility_type,facility_name,encyc_url,encyc_article_title,encyc_article_status,date_opened,date_closed,sos_description,location_description,population_description,exclusion_orders,exit_destinations,duration_class,popsize_class,peak_population,peak_popdate,peak population all internees,location_name,location_state,location_tgn,geo_latitude,geo_longitude,notes
yes,yes,wra,Temporary Assembly Center,23,23-a-sant,a-sant,Temporary Assembly Center,Santa Anita,https://encyclopedia.densho.org/Santa_Anita_(detention_facility)/,Santa Anita (detention facility),,"March 27, 1942","October 27, 1942","Located at the Santa Anita Racetrack in the city of Arcadia, approximately thirteen miles northeast of downtown Los Angeles and twenty miles west of the Pomona Assembly Center , Santa Anita was occupied from March 27 until October 27, 1942, a total of 215 days. Santa Anita was the largest and the longest-occupied of the temporary WCCA camps. Its peak population was 18,719. Over 8,500 Japanese Americans lived in converted horse stalls at the racetrack. It was the only WCCA camp to run a camouflage net factory , operated under military contract. The majority of Santa Anita's inmates were eventually transferred to Heart Mountain , Rohwer , Amache , and Jerome .","Located at the world-famous Santa Anita Racetrack in Arcadia, California.","Held people from Los Angeles, San Diego, and Santa Clara Counties, California.",,"Poston, Topaz, Gila River, Heart Mountain, Jerome, Rohwer, Granada, and Manzanar",,,18719,1942-08-23,18719,"Arcadia, California",California,tgn/7013315,34.14056064351376,-118.0444206861681,
yes,yes,wra,Temporary Assembly Center,24,24-a-pomo,a-pomo,Temporary Assembly Center,Pomona,https://encyclopedia.densho.org/Pomona_(detention_facility)/,Pomona (detention facility),,"May 7, 1942","August 24, 1942","The Pomona Assembly Center was located on the Los Angeles County Fairgrounds (Fairplex), California, about thirty miles east of downtown Los Angeles and only twenty miles east of the Santa Anita Assembly Center . Most of its population came from Los Angeles, San Francisco and Santa Clara Counties in California. With a peak population of 5,434, Pomona was operational for 110 days, from May 7 to August 24, 1942. Almost all inmates were sent for long-term confinement to the Heart Mountain , Wyoming War Relocation Authority camp. The camp was afterwards used by the Third Battalion, 56th Quartermaster Regiment, which was already using the adjoining Pomona Fairgrounds.",Located at the Los Angeles County Fairgrounds (Fairplex) in Southern California.,"Held people from Los Angeles, San Francisco, and Santa Clara Counties in California.",,Heart Mountain,,,5434,1942-07-20,5434,"Pomona, California",California,tgn/7014425,34.08138333333333,-117.7641756515293,
yes,yes,wra,Temporary Assembly Center,25,25-a-maye,a-maye,Temporary Assembly Center,Mayer,https://encyclopedia.densho.org/Mayer_(detention_facility)/,Mayer (detention facility),,"May 7, 1942","June 2, 1942","The Mayer Assembly Center was the smallest of all ""assembly centers"" and the one open for the shortest time, a mere twenty-seven days. It held Japanese Americans forcibly removed from the restricted areas of the state of Arizona numbering fewer than 250. It was built on the site of a former Civilian Conservation Corps camp about twenty-five miles southeast of Prescott, Arizona. The first inmates arrive at Mayer on May 7, 1942. Inmates from Mayer were all transferred to the Poston, Arizona, concentration camp on June 2, 1942","Located 75 miles northwest of Phoenix, Arizona, Mayer was set on land that was originally farmland.",Held people from southern Arizona.,,Poston,,,245,1942-05-25,245,"Mayer, Arizona",Arizona,tgn/2007019,34.39845,-112.2293472222222,
yes,yes,eais,Department of Justice Internment Camp,27,27-d-sant,d-sant,Department of Justice Internment Camp,Santa Fe,https://encyclopedia.densho.org/Santa_Fe_(detention_facility)/,Santa Fe (detention facility),,February 1942,September 1946,"The Santa Fe Internment Camp held the largest number of Japanese American internees of any of the internment camps run by the Immigration and Naturalization Service (INS) or the army. Santa Fe initially held Issei men from the West Coast who had been arrested in the days and weeks after the attack on Pearl Harbor starting in March 1942. After their hearings, these men were released or paroled to other camps, with Santa Fe closing for the first time in September 1942. The camp reopened in March of 1943 when the army began transferring civilian internees back to INS camps. In 1945, Nisei/Kibei renunciants and Issei from Tule Lake were transferred to Santa Fe, and the population grew to over 2,000. By the time the camp closed for good in May of 1946, 4,555 Japanese American male internees had passed through Santa Fe. A marker overlooking the site of the camp was dedicated in 2002, capping a contentious process that saw vocal local opposition.","Located 2.5 miles west of the Santa Fe city center, this 80-acre site in northern New Mexico included a Civilian Conservation Corps (CCC) camp.","Held people of Japanese descent from the continental U.S., Alaska, Hawaii, Latin America, and the Pacific Islands. Later included internees transferred from Tule Lake segregation center: 866 Japanese American ""renunciants,"" those who had given up their U.S. citizenship, and 313 designated ""troublemakers."" After 1942, German and Italian nationals were held here.",,,,,2100,1945-06-01,2100,"Santa Fe, New Mexico",New Mexico,tgn/2001454,35.69326303561273,-105.9595504336962,
yes,yes,eais,Department of Justice Internment Camp,28,28-d-linc,d-linc,Department of Justice Internment Camp,Fort Lincoln (Bismarck),https://encyclopedia.densho.org/Fort_Lincoln_(Bismarck)_(detention_facility)/,Fort Lincoln (Bismarck) (detention facility),,"December 7, 1941","March 6, 1946","Located on a former military post and CCC camp outside of Bismarck, North Dakota, the Fort Lincoln internment camp held a total of 3,850 internees of German and Japanese descent. There were two distinct groups of Japanese American internees. The first consisted of over 1,100 Issei community leaders from the West Coast who arrived in February 1942 before being transferred to other camps later that summer and fall. Three years later, in February 1945, the second group arrived, consisting of over 750 inmates who were thought to be fomenting unrest at Tule Lake. Most were young Nisei who had renounced their American citizenship. Most sailed for Japan at the end of 1945, while others were transferred to Santa Fe. The camp closed on March 6, 1946. The site is now part of the campus of United Tribes Technical College.","Located in Morton County, 5 miles south of Bismarck, North Dakota, on a U.S. Army base.","Held Japanese and German nationals; German and Italian seamen; and Japanese American ""renunciants,"" those who had given up their U.S. citizenship.",,,,,1100,1942-02-01,1500,"Bismarck, North Dakota",North Dakota,tgn/2007755,46.76695172532246,-100.758176153208,
yes,yes,eais,Department of Justice Internment Camp,29,29-d-crys,d-crys,Department of Justice Internment Camp,Crystal City,https://encyclopedia.densho.org/Crystal_City_(detention_facility)/,Crystal City (detention facility),,March 1943,January 1948,"Located in Zavala County, Texas just fifty miles from the Mexican border, the Crystal City Internment Camp was an INS camp that housed families who were mostly of German or Japanese descent. A large portion of its population consisted of Japanese and German Latin Americans who had been removed from their homes and brought to the U.S. Most of the Japanese Americans held at Crystal City were those who had expressed a desire to be repatriated/expatriated to Japan. One of the largest of the internment camps, Crystal City held over 3,000 people at the end of 1945, about 2/3 of whom were of Japanese descent. It was the last of the internment camps to close, not shutting down until February 27, 1948.","Located in Zavala County in South Texas, 170 miles west of Corpus Christi. Semiarid grasslands with an average annual rainfall of about 21 inches. Summers are hot and humid, with temperatures exceeding 100 degrees.",Held people of Japanese ancestry from the U.S. and Latin America and their families; also held German and Italian nationals and their families.,,,,,2500,,4000,"Crystal City, Texas",Texas,tgn/2103556,28.69230214940634,-99.8225384119298,
yes,yes,eais,Department of Justice Internment Camp,30,30-d-miss,d-miss,Department of Justice Internment Camp,Fort Missoula,https://encyclopedia.densho.org/Fort_Missoula_(detention_facility)/,Fort Missoula (detention facility),,"December 18, 1941","July 1, 1944","Army fort that became a Justice Department run internment camp during World War II that held both stranded Italian seamen and Japanese internees. Over a thousand mostly Issei male internees spent time at Missoula in two main groups. The first, consisting mostly of Issei leaders from the West Coast, began arriving shortly after the attack on Pearl Harbor and were mostly transferred to other camps by the summer of 1942. A second group, which included Issei from Hawaii and Japanese Latin Americans, began arriving in the spring of 1943, many remaining until the closing of the camp on July 1, 1944.","Located at an old U.S. Army post on the southwest edge of Missoula, Montana, that was turned over to the Department of Justice (DOJ) in 1941. Missoula is in western Montana.","Held more than 1,000 Italian seamen captured in U.S. waters; also held 1,250 Japanese immigrants from the continental U.S. and Hawaii.",,,,,1000,,2000,"Missoula, Montana",Montana,tgn/2001291,46.84043491562001,-114.055016514609,
yes,yes,wra,Citizen Isolation Center,31,31-c-moab,c-moab,Citizen Isolation Center,Moab Isolation Center,https://encyclopedia.densho.org/Moab_(detention_facility)/,Moab (detention facility),,"January 11, 1943","April 27, 1943","WRA detention facility established after ther Manzanar riot/uprising of December 1942 to hold Nisei and Kibei inmates that camp administrators viewed as ""troublemakers"" whom they wanted to remove from general camp populations. Built at a former CCC facility in southeastern Utah, Moab was in operation for about three-and-a-half months, at which point its inmate population was moved to Leupp, a larger facility in Arizona.","Located at Dalton Wells, 13 miles north of Moab in southeastern Utah. Summer temperatures reach the high 90s. Vegetation included sagebrush, tumbleweed, cottonwood, and tamarisk trees. The drab and desolate area was used for stock grazing.","Nisei and kibei men designated ""troublemakers"" by War Relocation Authority (WRA) camp directors were imprisoned at Moab. (U.S. citizens could not be sent to the Department of Justice or U.S. Army internment camps.) The first to arrive were sixteen men removed from Manzanar after a riot.",,Leupp Citizen Isolation Center,,,83,,83,"Dalton Wells, Utah",Utah,tgn/2108807,38.71270330742467,-109.7009066899098,
yes,yes,wra,Citizen Isolation Center,32,32-c-leup,c-leup,Citizen Isolation Center,Leupp,https://encyclopedia.densho.org/Leupp_(detention_facility)/,Leupp (detention facility),,"April 27, 1943","December 2, 1943","High security WRA detention facility for Nisei and Kibei inmates that camp administrators viewed as ""troublemakers"" whom they wanted to remove from general camp populations. Larger and more prison-like than its predecessor, the Moab (Utah) Isolation Center, Leupp was located in northeastern Arizona and was in operation for a little over six months in 1943. Alarmed by the arbitrary way that WRA camp directors were choosing inmates to send to Leupp, Leupp administrators appealed to the national WRA leadership, which ultimately decided to close the camp in December 1943, sending its remaining inmates to the segregation center at Tule Lake.","The Leupp camp, in the high desert of northeastern Arizona about 30 miles northwest of Winslow, was located at an abandoned Navajo Indian Reservation boarding school.","Inmates from the Moab Citizen Isolation Center were transferred to Leupp, and other designated ""troublemakers"" were sent to Leupp from various War Relocation Authority (WRA) camps at the discretion of camp administrators.",,Tule Lake Segregation Center,,,100,,50 to 100,"Leupp, Arizona",Arizona,tgn/2006972,35.29756034335197,-110.9905412770152,https://www.intermountainhistories.org/items/show/52
yes,yes,wra,U.S. Federal Prison,33,33-p-mcne,p-mcne,U.S. Federal Prison,McNeil Island Federal Penitentiary,https://encyclopedia.densho.org/McNeil_Island_Penitentiary_(detention_facility)/,McNeil Island Penitentiary (detention facility),,"July 10, 1944",April 1947,"Federal prison facility on an island in Puget Sound, Washington, at which around eighty-five Nisei draft resisters from Heart Mountain and Minidoka served their sentences.","Work prison located on an island in the southern portion of Puget Sound, 10 miles southwest of Tacoma, Washington. Currently a medium-security state correctional facility holding about 1,000 male inmates.",Younger draft resisters from Heart Mountain and Minidoka incarceration camps were held here. Gordon Hirabayashi was also imprisoned here for draft resistance.,,,,,85,,85,"McNeil Island, Washington",Washington,tgn/1008106,47.19720826967585,-122.6584119573263,
yes,yes,eais,U.S. Army Internment Camp,34,34-u-lord,u-lord,U.S. Army Internment Camp,Lordsburg,https://encyclopedia.densho.org/Lordsburg_(detention_facility)/,Lordsburg (detention facility),,"June 15, 1942",1944,"The Lordsburg Internment Camp was the largest of the army-run internment camps holding Japanese Americans in the continental U.S. and the only one specifically built to house enemy aliens. It was located outside the small town of Lordsburg, New Mexico in the southwest corner of the state, at an elevation of about 4,000 feet. Lordsburg operated as an internment camp for about a year, from June 1942 to June 1943, and had a peak population of about 1,500. While most of the internees were from the continental U.S., there was a substantial contingent from Hawai'i, as well as a handful from Alaska. Two Issei internees were shot and killed in July 1942 while walking to the camp from the train; there was also a bitter dispute between internees and camp administrators over forced manual labor outside of the camp in the first few months. Over time, internees established a community that included a newspaper, religious services, and recreational activities such as gardening, arts and crafts, performing arts, and sports. In the spring and summer of 1943, internees were moved in groups to camps run by the Justice Department—most to one in Santa Fe—in order to clear room for prisoners of war. Lordsburg subsequently held as many as 4,000 Italian and German POWs.","Located on 1,300 acres of desert land near Lordsburg in southwest New Mexico.","Held internees of Japanese ancestry transferred from numerous U.S. Army- and Departmen of Justice-run internment camps; also held German nationals, German and Japanese prisoners of war (POWs), as well as U.S. Army soldiers who had been convicted of various offenses.",,,,,1500,,1500,"Lordsburg, New Mexico",New Mexico,tgn/2067142,32.30823447113556,-108.6541855457783,
yes,yes,eais,Department of Justice Internment Camp,35,35-d-stan,d-stan,Department of Justice Internment Camp,Fort Stanton,https://encyclopedia.densho.org/Fort_Stanton_(detention_facility)/,Fort Stanton (detention facility),,March 1945,October 1945,"Former CCC camp in southern New Mexico that was initially used to intern German seamen and later more troublesome German internees transfered from other detention facilities. In 1945, it was used as segregation camp for Nikkei dissidents transferred from Santa Fe.","The Fort Stanton Internment Camp in central New Mexico was the first detention facility opened by the Immigration and Naturalization Service and mostly held German seamen and German enemy aliens. In 1945, it became a secret detention camp where seventeen Nikkei inmates removed from the Santa Fe camp for disciplinary reasons were held for around six months.","Mostly held German nationals and German seamen from the luxury liner <i>Columbus</i> captured in U.S. waters in 1939. Also held those considered by the Department of Justice to be the most ""troublesome"" Japanese internees: ten nisei and kibei ""renunciants"" and seven issei transferred from the Santa Fe internment camp.",,,,,17,,650,"Fort Stanton, New Mexico",New Mexico,tgn/2066966,33.49766453311105,-105.5289017945782,
yes,yes,wra,U.S. Federal Prison,36,36-p-cata,p-cata,U.S. Federal Prison,Tucson Federal Prison Camp,https://encyclopedia.densho.org/Tucson_(detention_facility)/,Tucson (detention facility),,,,"The Tucson Federal Prison Camp, also known as the Catalina Federal Honor Camp, was a minimum-security honor camp built to house trustee-level felons. Originally built due to an agreement between the Bureau of Prisons, the Bureau of Public Roads, and the Arizona Highway Commission to use prison labor to build a new highway into the Catalina mountains outside of Tucson, Arizona, this prison housed war-resisters of various backgrounds during World War II. Most notably, Gordon Hirabayashi served his prison sentence for violating curfew and exclusion orders after he lost his appeal to the Supreme Court in 1943, followed by forty-one Nisei who served between six and twenty-four-month sentences for Selective Service violations in 1944. The site of the former prison, which is located on the Coronado National Forest, was renamed in 1999 the Gordon Hirabayashi Recreation Site.","Located in the Santa Catalina Mountains, northeast of Tucson, Arizona. The camp was established in 1939 within southern Arizona's Coronado National Forest to provide prison labor to build mountain highways.","Held draft resisters mainly from Granada incarceration camp, some from Poston and Topaz incarceration camps; Gordon Hirabayashi, who was imprisoned after losing his Supreme Court case against the exclusion order, was transferred here to complete his sentence.",,,,,46,,46,"Santa Catalina Mountains, Arizona",Arizona,tgn/2643964,32.33805850739616,-110.7186268736653,
yes,yes,wra,Additional Facility,37,37-f-cowc,f-cowc,Additional Facility,Cow Creek,https://encyclopedia.densho.org/Cow_Creek_(detention_facility)/,Cow Creek (detention facility),,"December 10, 1942","February 15, 1943","A former CCC camp in Death Valley National Monument that was used to segregate sixty-six Manzanar inmates removed for their own protection from that camp after the riot/uprising of December 6, 1942. The camp remained open a little more than two months, with the inmates released to points east once they had secured jobs and housing.","Located in the desert of California near the Death Valley National Monument, one of the hottest places on Earth. Summer temperatures stay well over 100 degrees. Death Valley encompasses the lowest point in the Western Hemisphere at 282 feet below sea level and is the driest place in North America with an average rainfall of only 1.96 inches a year.",Held forty men and their families from the Manzanar incarceration camp.,,resettled outside camps,,,66,,66,"Cow Creek, California",California,tgn/2262158,36.50311747061899,-116.868988272365,https://oregonnews.uoregon.edu/lccn/sn99063863/1942-06-11/ed-1/; https://www.malheurco.org/parks-department/cow-hollow-park/
yes,yes,eais,Department of Justice Internment Camp,38,38-d-kene,d-kene,Department of Justice Internment Camp,Kenedy,https://encyclopedia.densho.org/Kenedy_(detention_facility)/,Kenedy (detention facility),,"April 1, 1942",September 1945,"Former CCC camp used by the INS to hold up to 2,000 male internees of Japanese, German, or Italian descent who had been deported from Latin American countries and sent to the U.S.","Located 50 miles southeast of San Antonio, Texas, in Karnes County on the site of a closed Civilian Conservation Corps (CCC) camp.","Held people of Japanese, German, and Italian descent from the U.S. and Latin America; also held Japanese and German prisoners of war (POWs).",,,,,700,1943-10-01,2000,"Kenedy, Texas",Texas,tgn/2002016,28.80504331984485,-97.84714810794408,
yes,yes,wra,Additional Facility,39,39-f-ante,f-ante,Additional Facility,Antelope Springs,https://encyclopedia.densho.org/Antelope_Springs_(detention_facility)/,Antelope Springs (detention facility),,June 1943,August 1943,Recreational camp located in the mountains forty miles west of Topaz that was used by Topaz teenagers for organized camping trips in the summer of 1943.,"Located in a sparse pinyon and juniper forest at an elevation of 7,400 feet at the base of the 9,669-foot Swasey Peak, part of the House Range in western Utah. The closest town is Delta.","Used for recreation by children from the Topaz incarceration camp, which was 90 miles west.",,,,,75,Summer 1943,75,"Antelope Springs, Utah",Utah,tgn/2135020,39.37037567332845,-113.2921784732343,
yes,yes,eais,U.S. Army Internment Camp,40,40-u-sill,u-sill,U.S. Army Internment Camp,Fort Sill,https://encyclopedia.densho.org/Fort_Sill_(detention_facility)/,Fort Sill (detention facility),,April 1942,"May 31, 1942","Detention facility in southwest Oklahoma that held Issei men from Hawai'i and from the continental U.S. as well as a group of Japanese Panemanians for around two months in the spring of 1942. One the Hawai'i internees, Kanesaburo Oshima, was shot to death by a guard. The entire population of the camp was transferred to Camp Livingston, Louisiana at the end of May 1942.","Located in Comanche County, 3 miles north of Lawton, Oklahoma, southwest of Oklahoma City. The camp saw unusually strong windstorms in the spring and scorching hot temperatures in the summer.","Held approximately 700 Japanese immigrants from the continental U.S. Hawai'i, along with a group of Japanese Panamenians.",,Camp Livingston,,,700,1942-05-04,700,"Fort Sill, Oklahoma",Oklahoma,tgn/7017847,34.65657324315622,-98.41612884160506,
yes,yes,eais,U.S. Army Internment Camp,41,41-u-stri,u-stri,U.S. Army Internment Camp,Stringtown,https://encyclopedia.densho.org/Stringtown_(detention_facility)/,Stringtown (detention facility),,,,"Subprison facility in southeastern Oklahoma that was mostly used to hold German internees and later prisoners of war. Some sources also indicate that Issei were held here as well, though who they were and when they were held there is unclear.","Located 5 miles north of Stringtown in southern Oklahoma. Currently a medium-security facility, the Mack Alford Correctional Center.",Held German internees and prisoners of war and possibly some Issei.,,,,,25,,400,"Stringtown, Oklahoma",Oklahoma,tgn/2084058,34.52534259431681,-96.0365278580053,
yes,yes,hawaii,U.S. Army Internment Camp,42,42-u-sand,u-sand,U.S. Army Internment Camp,Sand Island,https://encyclopedia.densho.org/Sand_Island_(detention_facility)/,Sand Island (detention facility),,December 1941,"March 1, 1943","Army-run internment facility in Honolulu Harbor that was the main detention facility in the Territory of Hawai'i for fifteen months starting from December 1941. While most of its internees—most of whom were Japanese immigrant leaders in Hawai'i but which also included some U.S. citizens and some of German, Italian, or other European ancestry—were transferred to camps in the continential U.S., those that remained in March of 1943 were transferred to Honouliuli, a newly built inland site. Later in the war, Sand Island held Italian and Korean prisoners of war.",Located on a five-acre facility near Honolulu Harbor in Hawaii.,"Held people of Japanese descent, citizens and non-citizens, men and women; also held Austrian, Finn, German, Italian, and Norwegian nationals.",,,,,450,,450,"Sand Island, Oahu, Hawaii",Oahu,tgn/2442567,21.30542039095254,-157.8778104928795,
yes,yes,wra,U.S. Federal Prison,43,43-p-leav,p-leav,U.S. Federal Prison,Leavenworth Federal Penitentiary,https://encyclopedia.densho.org/Leavenworth_(detention_facility)/,Leavenworth (detention facility),,,,,"Located 15 miles northwest of Kansas City. At 1,583 square acres, it is currently the largest maximum-security prison in the U.S., housing about 2,000 inmates.","Held twenty-eight nisei soldiers from Fort McClellan, Alabama; seven leaders of Heart Mountain's Fair Play Committee; and thirty older draft resisters from Heart Mountain incarceration camp.",,,,,37,,37,"Leavenworth, Kansas",Kansas,tgn/2000711,39.3308952715889,-94.9363717482821,
yes,yes,eais,U.S. Army Internment Camp,44,44-u-mcco,u-mcco,U.S. Army Internment Camp,Camp McCoy,https://encyclopedia.densho.org/Camp_McCoy_(detention_facility)/,Camp McCoy (detention facility),,Early March 1942,Late May 1942,Army-run internment camp that held Issei from Hawai'i  in the spring of 1942 and later held Japanese and German prisoners of war. Camp McCoy also served as a training site for the 100th Infantry Battalion made of up of Nisei from Hawai'i starting in June 1942.,"Located 9 miles west of Tomah and 92 miles northwest of Madison, Wisconsin.",Held Japanese immigrants from Hawaii; German and Italian nationals; and Japanese and German prisoners of war (POWs).,,,,,293,1942-03-01,,"Camp McCoy, Wisconsin",Wisconsin,tgn/2121220,44.0149067377436,-90.70170524656676,
yes,yes,eais,Immigration Detention Station,45,45-i-elli,i-elli,Immigration Detention Station,Ellis Island,https://encyclopedia.densho.org/Ellis_Island_(detention_facility)/,Ellis Island (detention facility),,"December 1, 1941",June 1944,"INS detention station that held at least 440 Issei (including a few women as well as a few Nisei) rounded up in New York and environs after the Japanese attack on Pearl Harbor. Most of those held there were German nationals, some of whom remained incarcerated until 1948.","Immigration and Naturalization Service (INS) detention station located on Ellis Island, a mostly artificial island of 27 acres in Upper New York Bay.",Held Japanese immigrants on the East Coast arrested by the FBI immediately after the attack on Pearl Harbor; other foreign nationals were also held there.,,,,,440,1941-12-01,830,"Ellis Island, New York",New York,tgn/7855286,40.69971274220519,-74.04039700206521,https://kingstonlounge.blogspot.com/2013/05/ellis-island-baggage-and-dormitory.html
yes,yes,wra,Additional Facility,46,46-f-tule,f-tule,Additional Facility,Tulelake,https://encyclopedia.densho.org/Tulelake_(detention_facility)/,Tulelake (detention facility),,March 1943,October 1943,"WRA isolation center built on a former CCC camp site about ten miles from Tule Lake that held Tule Lake dissidents who had refused to answer the ""loyalty questionnaire"" in March 1943. The site was later used to house Nikkei workers from other camps brought in by the WRA to serve as strikebreakers when Tule Lake inmates went on strike in October 1943. Later in the war, the camp was used to house German POWs who performed paid farm labor for local farmers.",Located 5 miles west of the Tule Lake incarceration camp in the Tulelake-Butte Valley of Siskiyou County in northeastern California. Tulelake is southeast of Klamath Falls and northeast of Mt. Shasta.,"Two different groups of men were put in this camp: more than one hundred men from the Tule Lake incarceration camp who refused to answer the ""loyalty questionnaire,"" and later, the WRA brought in men from other camps whom they paid higher wages in order to break a strike by Tulelake farm workers.",,,,,100,,50 to 100,"Tulelake, California",California,tgn/2014671,41.96847336377842,-121.5674864271444,
yes,yes,eais,U.S. Army Internment Camp,47,47-u-forr,u-forr,U.S. Army Internment Camp,Camp Forrest,https://encyclopedia.densho.org/Camp_Forrest_(detention_facility)/,Camp Forrest (detention facility),,"May 28, 1942","June 29, 1942","A large army training facility during World War II, Camp Forrest, Tennessee, also had an internment/POW camp that operated from mid-1942. A group of around 190 Japanese American internees from Hawai'i spent about a month at this camp in May and June of 1942. The camp also held up to 700 German American internees, as well and German (and possibly Italian) POWs.","U.S. Army internment camp located in a wooded area of rural Tennessee, 70 miles south of Nashville.",Held Japanese immigrants from the Hawai'i; also held German and Italian nationals.,,,,,190,May–June 1942,700,"Tullahoma, Tennessee",Tennessee,tgn/2101873,35.36386752738123,-86.18545537150477,
yes,yes,eais,Department of Justice Internment Camp,48,48-d-seag,d-seag,Department of Justice Internment Camp,Seagoville,https://encyclopedia.densho.org/Seagoville_(detention_facility)/,Seagoville (detention facility),,"April 12, 1942","June 30, 1945","Women's prison outside of Dallas, Texas, that was used by the INS to hold female internees and married couples without childen, most of whom were Japanese or German Latin Americans. Many of the internees were subsquently repatried to Japan or Germany on exchange ships. Those remaining in custody when the camp closed in June 1945 were transferred to Crystal City.","Located southeast of Dallas, this site was originally a federal prison for women.","Held women and children of Japanese ancestry from the U.S. and Latin America; also held German, Italian, and Japanese immigrants being repatriated to their home countries.",,,,,343,,550,"Seagoville, Texas",Texas,tgn/2107550,32.65530261156702,-96.56743493496022,
yes,yes,eais,Immigration Detention Station,49,49-i-shar,i-shar,Immigration Detention Station,Sharp Park,https://encyclopedia.densho.org/Sharp_Park_(detention_facility)/,Sharp Park (detention facility),,"March 30, 1942",1946,"INS detention site in the San Francisco Bay Area that held Issei from the region throughout 1942 who had been rounded up after the attack on Pearl Harbor, many of whom were transferred from the San Francisco Immigration Station building on Silver Avenue. Sharp Park later served as a holding station for Japanese Latin Americans starting in 1943 and also held persons of German and Italian ancestry.",Located near Sharp Park in Northern California; set on a former state relief camp.,"Held people of Japanese descent from California and Peru; also held German, Italian, and Chinese nationals.",,,,,379,1942-07-14,,"Sharp Park, California",California,tgn/1103075,37.62585872058601,-122.4756468796522,
yes,yes,wra,Temporary Assembly Center,50,50-a-owen,a-owen,Temporary Assembly Center,Owens Valley,https://encyclopedia.densho.org/Owens_Valley_(detention_facility)/,Owens Valley (detention facility),,"March 21, 1942","June 2, 1942","The Owens Valley Reception Center—later the Manzanar Reception Center—was the first of the WCCA-administered short-term detention camps to open when the first ""volunteers"" from the Los Angeles area arrived on March 21, 1942. Having arrived just a week after construction began, these and later ""volunteers"" played a major role in building much of the camp. The vast majority of Manzanar's population came from various parts of greater Los Angeles. Located in the Owens Valley in east-central California at an elevation of about 3,900 feet, Manzanar took its name from the Spanish word for the apple orchards that remained as a remnant of an unsuccessful agricultural development of the early 20th century. Manzanar transferred from WCCA to WRA administration as of June 1, 1942; as a result, Manzanar's inmate population did not have the ""typical"" assembly center experience of having to move to a second concentration camp after having just gotten settled in a first.",Located on the site that later became the WRA-run incarceration camp Manzanar.,"About 90% of the inmates came from the greater Los Angeles area, including Terminal Island, West Los Angeles/Santa Monica, the San Fernando Valley, Little Tokyo and the area just south of it, and Glendale/Burbank. The main non-Los Angeles groups came from Bainbridge Island, Florin and French Camp, largely agricultural areas outside of Seattle, Sacramento, and Stockton, respectively.",,Manzanar,,,9666,,9666,"Manzanar, California",California,tgn/4006871,36.72506040964566,-118.1460059323886,
yes,yes,wra,Temporary Assembly Center,51,51-a-park,a-park,Temporary Assembly Center,Parker Dam,https://encyclopedia.densho.org/Parker_Dam_(detention_facility)/,Parker Dam (detention facility),,"May 8, 1942","May 31, 1942","Established as one of two ""receptions centers"" (the other was the Owens Valley Reception Center, aka Manzanar) in the period when the army envisioned a ""voluntary exodus"" from the exclusion zone, the camp evolved into the ""Colorado River Relocation Center,"" aka Poston.",Located on the site that later became the WRA-run incarceration camp Poston.,"Held people from Arizona, California, Oregon, and Washington.",,Poston,,,0,,,"Parker, Arizona",Arizona,tgn/2007106,33.98762619602396,-114.4012194032189,
yes,yes,eais,Department of Justice Internment Camp,52,52-d-koos,d-koos,Department of Justice Internment Camp,Kooskia,https://encyclopedia.densho.org/Kooskia_(detention_facility)/,Kooskia (detention facility),,May 1943,May 1945,"An INS run internment camp in north central Idaho, Kooskia (KOOS-key) was the only work camp established for interned Issei who ""volunteered"" to go there from other interment facilities. The Issei—who were from the continental U.S., Hawai'i, and Latin America—mostly did road work along the Lochsa River and were paid wages of $55 to $65 per month. Upon closing on May 2, 1945, remaining internees were transfered to Santa Fe.","Located in Clearwater National Forest in North Central Idaho, 40 miles east of the town of Kooskia. Set in a remote, heavily wooded area, the facility had been a highway construction camp sited on an old Civilian Conservation Corps (CCC) camp.","Held Japanese immigrants from the U.S. and Latin America, as well as German nationals.",,Santa Fe,,,200,,100 to 200,"Kooskia, Idaho",Idaho,tgn/2025800,46.21018746386767,-115.5443802896781,
yes,yes,eais,Department of Justice Internment Camp,53,53-d-oldr,d-oldr,Department of Justice Internment Camp,Old Raton Ranch,https://encyclopedia.densho.org/Old_Raton_(detention_facility)/,Old Raton (detention facility),,"January 23, 1942","December 18, 1942","INS-run facility specifically set up at an old Civilian Conservation Corps camp in January 1942 to intern ten Japanese American railroad workers removed from Clovis, New Mexico and their families—a total of thirty-two people—for almost a year. Isolated and with the children largely deprived of education, the group was finally transferred to WRA camps in late 1942. None of the families returned to New Mexico after the war.",This short-lived camp was located 13 miles east of Fort Stanton internment camp in the Lincoln National Forest in southern New Mexico.,"Japanese American railroad workers from Clovis, New Mexico and their families, a total of thirty-two people.",,Poston;Gila River;Topaz,,,32,1942-01-23,32,"Lincoln, New Mexico",New Mexico,tgn/2449490,33.53932918267219,-105.3591907102233,
